PDS,ANZ_S,RTS_E24110.0,RTS_E24110.1,RTS_E24110.3,RTS_E24110.3.MW_A_PR,RTS_E24110.3.MW_M_PR,RTS_E24110.3.MW_A_PW,RTS_E24110.3.MW_M_PW,RTS_E24110.4,RTS_E24110.4.MW_A_PR,RTS_E24110.4.MW_M_PR,RTS_E24110.4.MW_A_PW,RTS_E24110.4.MW_M_PW,RTS_E24110.9,RTS_E24100.0,RTS_E24100.1,RTS_E24100.3,RTS_E24100.3.MW_A_PR,RTS_E24100.3.MW_M_PR,RTS_E24100.3.MW_A_PW,RTS_E24100.3.MW_M_PW,RTS_E24100.4,RTS_E24100.4.MW_A_PR,RTS_E24100.4.MW_M_PR,RTS_E24100.4.MW_A_PW,RTS_E24100.4.MW_M_PW,RTS_E24100.9,RTS_E24090.0,RTS_E24090.1,RTS_E24090.3,RTS_E24090.3.MW_A_PR,RTS_E24090.3.MW_M_PR,RTS_E24090.3.MW_A_PW,RTS_E24090.3.MW_M_PW,RTS_E24090.4,RTS_E24090.4.MW_A_PR,RTS_E24090.4.MW_M_PR,RTS_E24090.4.MW_A_PW,RTS_E24090.4.MW_M_PW,RTS_E24090.9,RTS_E24080.0,RTS_E24080.1,RTS_E24080.3,RTS_E24080.3.MW_A_PR,RTS_E24080.3.MW_M_PR,RTS_E24080.3.MW_A_PW,RTS_E24080.3.MW_M_PW,RTS_E24080.4,RTS_E24080.4.MW_A_PR,RTS_E24080.4.MW_M_PR,RTS_E24080.4.MW_A_PW,RTS_E24080.4.MW_M_PW,RTS_E24080.9,RTS_E24070.0,RTS_E24070.1,RTS_E24070.3,RTS_E24070.3.MW_A_PR,RTS_E24070.3.MW_M_PR,RTS_E24070.3.MW_A_PW,RTS_E24070.3.MW_M_PW,RTS_E24070.4,RTS_E24070.4.MW_A_PR,RTS_E24070.4.MW_M_PR,RTS_E24070.4.MW_A_PW,RTS_E24070.4.MW_M_PW,RTS_E24070.9,RTS_E24060.0,RTS_E24060.1,RTS_E24060.3,RTS_E24060.3.MW_A_PR,RTS_E24060.3.MW_M_PR,RTS_E24060.3.MW_A_PW,RTS_E24060.3.MW_M_PW,RTS_E24060.4,RTS_E24060.4.MW_A_PR,RTS_E24060.4.MW_M_PR,RTS_E24060.4.MW_A_PW,RTS_E24060.4.MW_M_PW,RTS_E24060.9,RTS_E24050.0,RTS_E24050.1,RTS_E24050.3,RTS_E24050.3.MW_A_PR,RTS_E24050.3.MW_M_PR,RTS_E24050.3.MW_A_PW,RTS_E24050.3.MW_M_PW,RTS_E24050.4,RTS_E24050.4.MW_A_PR,RTS_E24050.4.MW_M_PR,RTS_E24050.4.MW_A_PW,RTS_E24050.4.MW_M_PW,RTS_E24050.9,RTS_E24040.0,RTS_E24040.1,RTS_E24040.3,RTS_E24040.3.MW_A_PR,RTS_E24040.3.MW_M_PR,RTS_E24040.3.MW_A_PW,RTS_E24040.3.MW_M_PW,RTS_E24040.4,RTS_E24040.4.MW_A_PR,RTS_E24040.4.MW_M_PR,RTS_E24040.4.MW_A_PW,RTS_E24040.4.MW_M_PW,RTS_E24040.9,RTS_E24030.0,RTS_E24030.1,RTS_E24030.3,RTS_E24030.3.MW_A_PR,RTS_E24030.3.MW_M_PR,RTS_E24030.3.MW_A_PW,RTS_E24030.3.MW_M_PW,RTS_E24030.4,RTS_E24030.4.MW_A_PR,RTS_E24030.4.MW_M_PR,RTS_E24030.4.MW_A_PW,RTS_E24030.4.MW_M_PW,RTS_E24030.9,RTS_E24020.0,RTS_E24020.1,RTS_E24020.3,RTS_E24020.3.MW_A_PR,RTS_E24020.3.MW_M_PR,RTS_E24020.3.MW_A_PW,RTS_E24020.3.MW_M_PW,RTS_E24020.4,RTS_E24020.4.MW_A_PR,RTS_E24020.4.MW_M_PR,RTS_E24020.4.MW_A_PW,RTS_E24020.4.MW_M_PW,RTS_E24020.9,RTS_E24010.0,RTS_E24010.1,RTS_E24010.3,RTS_E24010.3.MW_A_PR,RTS_E24010.3.MW_M_PR,RTS_E24010.3.MW_A_PW,RTS_E24010.3.MW_M_PW,RTS_E24010.4,RTS_E24010.4.MW_A_PR,RTS_E24010.4.MW_M_PR,RTS_E24010.4.MW_A_PW,RTS_E24010.4.MW_M_PW,RTS_E24010.9
1956780,317,,,,,,,,317,"1,589905","47,208202",",301622","8,995887",,,,3,1,30,",185866","5,575981",314,"4,133758","155,828025",",76929","29,093619",,16,42,70,"2,171429","207,857143",",436352","41,375963",189,"8,730159","533,571429","1,617823","99,514708",,4,42,40,"5,15","382,5",",99069","73,367177",231,"12,484848","1028,874459","2,274049","187,155196",,135,,12,1,30,",214408","6,432259",170,"7,970588","451,941176","1,3908","79,365811",,,,,,,,,317,"21,082019","563,911672","3,927265","105,639932",,2,33,66,"19,045455","974,242424","3,429881","175,269071",216,"32,199074","1669,212963","5,919975","306,863512",,42,49,41,"2,195122","126,707317",",429213","24,66157",185,"6,259459","361,027027","1,133879","65,468063",,28,26,11,"4,090909","268,181818",",804688","51,785702",252,"8,603175","527,97619","1,597297","97,995932",,1,5,42,"10,809524","949,285714","2,122103","186,407906",269,"17,869888","1559,776952","3,262795","284,929922",,,,,,,,,317,"8,899054",485,"1,643328","89,54514",
1956781,61,39,,,,,,,22,"1,227273","36,818182",",23499","7,049708",,10,5,16,"1,625","33,75",",295318","6,146002",30,"2,866667","71,833333",",543101","13,671394",,10,17,1,5,270,",875","47,25",33,"7,272727","926,818182","1,345122","171,422116",,19,3,3,5,410,",980483","78,940632",36,"8,888889","745,416667","1,675185","140,172221",,4,1,1,1,30,",170732","5,121951",55,"3,145455","193,909091",",594678","36,593598",,,,3,"5,666667","123,333333","1,173339","25,681282",58,"8,827586","249,568966","1,645061","46,916762",,,15,18,"27,111111","909,722222","5,059756","170,017217",28,"39,5","1363,928571","7,593105","262,694365",,5,5,5,"2,8",126,",558202","25,11907",46,"7,152174","317,391304","1,346162","59,589283",,,28,19,12,"249,473684","2,353179","48,926657",14,"17,142857","582,857143","3,277947","110,639566",,,14,36,"12,027778","907,222222","2,276311","172,289901",11,"18,181818","1221,818182","3,492057","234,468273",,,1,7,"4,428571","154,285714",",764216","26,625",53,"6,075472","209,433962","1,150724","39,800138",
1956782,357,38,,,,,,,319,"1,175549","52,178683",",239735","10,650933",,,,,,,,,357,"7,308123","242,815126","1,495487","49,794517",,49,49,6,"2,333333","213,333333",",480392","43,921569",253,"22,470356","1282,529644","4,57974","261,361591",,42,77,24,"8,125","351,666667","1,700098","73,19703",214,"17,308411","885,934579","3,515933","179,818779",,128,4,2,1,30,",188307","5,649211",223,"4,022422","294,394619",",82739","60,562057",,,,,,,,,357,"12,862745","540,868347","2,632871","110,656985",,,36,63,"22,222222","877,222222","4,481462","177,168152",258,"40,829457","1761,763566","8,345858","359,922815",,24,37,26,"3,346154","118,076923",",693163","24,602276",270,"12,492593","463,037037","2,530675","93,702976",,,7,16,"3,3125","258,125",",659353","51,261231",334,"8,937126","742,215569","1,81472","150,607256",,6,12,49,"10,020408","900,612245","2,051044","184,341834",290,"18,455172","1654,862069","3,734809","334,920743",,,,,,,,,357,"9,638655","427,54902","1,952344","86,603713",
1956783,134,90,,,,,,,44,1,"15,681818",",156283","2,447997",,,,2,1,30,",21875","6,5625",132,"3,25",75,",537186","12,395143",,,3,7,"3,285714","271,428571",",534792","44,50681",124,"6,717742","548,387097","1,078637","87,892674",,,33,14,"4,785714",435,",77126","70,065552",87,"15,448276","1741,954023","2,487199","280,209346",,2,,,,,,,132,"5,477273","651,136364",",879649","104,6241",,,2,3,3,120,",61591","24,636419",129,"7,379845","386,046512","1,20291","62,651377",,1,27,57,28,"1009,649123","4,603293","165,961626",49,"39,755102","2373,979592","6,343154","380,349294",,1,1,,,,,,132,"10,492424","509,621212","1,706533","82,71476",,,1,1,4,150,"1,217391","45,652174",132,"31,659091","1055,30303","5,050964","168,424757",,,11,90,"11,866667","1163,666667","1,870257","183,145758",33,"14,757576","1451,515152","2,528789","248,527651",,,,2,3,135,",597356","26,782853",132,"9,257576","368,939394","1,525272","60,723248",
1956784,402,25,,,,,,,377,"1,02122","60,994695",",179241","10,707146",,123,1,14,1,30,",172367","5,171004",264,"2,541667","110,454545",",415634","18,054551",,14,47,48,"7,958333","243,854167","1,389722","42,651859",293,"12,860068",435,"2,171951","73,766486",,36,73,126,"8,5","425,396825","1,499777","75,04672",167,"15,155689","765,688623","2,520498","127,277571",,109,,18,1,30,",184695","5,540839",275,"2,098182","102,727273",",354886","17,240826",,,,2,"7,5",135,"1,729412","32,611765",400,"16,0525","422,3125","2,735207","72,040492",,,85,108,"36,5","1081,62037","5,877276","174,423194",209,"53,933014","1674,92823","9,460936","294,171477",,39,23,60,"3,116667","155,833333",",499149","24,95747",280,"4,8","240,071429",",830086","41,515615",,4,68,62,"7,290323","345,241935","1,086261","51,284616",268,"8,708955","415,335821","1,553763","74,120666",,,67,187,"21,224599","1062,834225","3,6094","180,806705",148,"27,439189","1370,439189","4,638463","231,650273",,,,1,4,180,",571429","25,714286",401,"12,793017","419,438903","2,203822","72,508888",
1956785,660,,,,,,,,660,"2,466667","96,977273",",473777","18,655104",,,,,,,,,660,"6,169697","160,272727","1,185069","30,859373",,,1,5,"3,6",234,",734118","47,929412",654,"9,46789","573,004587","1,809303","109,394501",,1,20,133,"4,466165","391,12782",",861972","75,427222",506,"8,851779","689,407115","1,681584","131,076268",,76,,21,1,30,",1919","5,757005",563,"1,840142","91,039076",",361913","17,802107",,,1,1,2,110,",341463","18,780488",658,"8,904255","382,887538","1,723806","74,164619",,,2,36,"21,833333","934,166667","4,34295","185,938545",622,"36,0209","1584,356913","6,85662","301,934045",,,1,1,2,120,",411765","24,705882",658,"8,082067","369,848024","1,543936","70,62039",,13,114,116,"4,25","255,775862",",793262","47,757079",417,"8,393285","555,179856","1,629613","107,692428",,28,7,74,"11,040541","957,162162","2,036302","176,236275",551,"18,00363","1467,277677","3,462437","282,136662",,9,7,4,5,"146,25",",888809","26,024032",640,"7,209375","264,101563","1,384044","50,783909",
1956786,369,231,,,,,,,138,"1,043478","31,086957",",209907","6,259646",,,2,5,"5,4",38,"1,054469","7,365567",362,"8,698895","160,027624","1,747638","32,182728",,92,51,7,"4,714286","212,142857",",930416","42,471306",219,"6,968037","578,219178","1,395855","116,065885",,21,47,44,"4,227273","365,113636",",854278","73,726604",257,"9,642023","825,992218","1,927591","165,426896",,220,,1,2,30,",411765","6,176471",148,"3,277027","314,797297",",655481","63,000392",,,10,91,2,120,",404917","24,295021",268,"5,634328","343,264925","1,136842","69,267761",,,2,10,"17,2",933,"3,328705","181,252511",357,"56,322129","3381,512605","11,308044","679,034298",,2,1,3,2,120,",411765","24,705882",363,"8,735537","522,975207","1,751114","104,871527",,,3,,,,,,366,"25,166667","808,306011","5,051427","162,271126",,,3,107,"11,317757","915,420561","2,253862","182,207777",259,"17,30888","1301,467181","3,474195","261,376177",,,,,,,,,369,"7,151762","295,772358","1,436003","59,431311",
1956787,365,8,,,,,,,357,"1,445378","39,047619",",271732","7,368139",,,9,,,,,,356,"3,974719","156,910112",",759455","29,942124",,180,26,12,"5,416667","237,5",",978496","42,465432",147,"6,068027","459,183673","1,123831","85,513251",,99,93,71,"5,042254","380,28169",",975922","73,506489",102,"9,22549","716,470588","1,714466","132,973421",,3,2,3,"1,666667","36,666667",",296269","6,611669",357,"3,358543","217,661064",",63533","41,035901",,,,,,,,,365,"8,038356","293,123288","1,533641","56,255566",,,7,27,"26,333333","900,185185","5,216464","178,655617",331,"53,740181","2214,199396","10,082123","415,458697",,35,14,25,"3,68","135,6",",663767","24,59996",291,"5,831615","205,721649","1,11556","39,44686",,,237,49,"6,183673","278,571429","1,13203","50,922038",79,"8,772152","421,708861","1,699015","81,164262",,1,35,70,"12,228571","925,714286","2,378784","179,899735",259,"17,72973","1334,247104","3,31273","249,299028",,,,1,4,135,",823529","27,794118",364,"7,236264","286,895604","1,374429","54,460446",
1956788,437,97,,4,1,10,",19087","1,908701",336,"1,544643","66,011905",",292135","12,637266",,1,,1,2,30,",518519","7,777778",435,"2,804598","105,436782",",5383","20,322307",,1,1,10,"4,1",228,",841837","45,883455",425,"15,376471","817,729412","2,911731","154,808539",,107,58,104,"6,701923","396,923077","1,270367","75,152609",168,"13,35119","808,75","2,453341","148,871053",,9,,4,1,30,",175858","5,275736",424,"2,71934","185,766509",",5293","36,175657",,,,1,5,140,",729167","20,416667",436,"12,603211","453,291284","2,433451","87,611527",,,20,64,"20,359375","936,25","3,901888","179,937043",353,"31,263456","1677,790368","5,91552","317,909802",,3,3,5,"2,4",144,",422059","25,323529",426,"7,2277","433,661972","1,370249","82,214938",,,232,103,"9,184466","253,106796","1,806818","50,014324",102,"9,176471","476,764706","1,762538","90,436509",,,106,201,"10,791045",920,"2,047916","174,832513",130,"15,007692","1285,384615","2,850982","244,458879",,1,,,,,,,436,"5,958716","298,956422","1,136789","57,174451",
1956789,509,6,,,,,,,503,"1,636183","77,654076",",316272","15,082566",,29,1,9,"1,222222",30,",235152","5,682003",470,"3,046809","155,297872",",591737","30,237835",,263,14,10,6,222,"1,149029","42,397328",222,"8,653153","712,702703","1,689738","138,949759",,33,177,4,5,"382,5","1,036465","79,047386",295,"9,033898","757,271186","1,733405","145,089571",,1,40,1,2,30,",411765","6,176471",467,"3,30621","177,880086",",646643","34,660173",,,,,,,,,509,"10,259332","367,19057","2,01466","72,188307",,,2,3,19,880,"3,911765","181,17647",504,"60,579365","2341,666667","11,675746","451,119576",,,,2,4,120,",811765","24,352941",507,"9,005917","421,538462","1,749012","81,651646",,2,396,40,"3,6",252,",691489","48,627603",71,"5,380282","458,943662","1,023218","87,678294",,,14,188,"11,042553","947,021277","2,103134","180,286749",307,"13,921824","1230,879479","2,714454","239,820836",,,,,,,,,509,"5,481336","321,453831","1,061387","62,232602",
1956790,374,8,,,,,,,366,"1,786885","54,808743",",375696","11,487283",,1,,,,,,,373,"4,597855","185,38874",",953661","38,794921",,7,11,14,"3,285714","199,285714",",699945","42,552241",342,"9,862573","668,596491","2,020785","137,525038",,183,24,36,"4,75","383,333333",",953724","76,944681",131,"7,732824","631,526718","1,564228","127,658972",,14,,,,,,,360,"1,111111","66,666667",",23124","13,874423",,,1,16,"5,875","128,4375","1,306612","28,464351",357,"8,761905","233,739496","1,833886","49,075746",,,87,155,"24,425806","859,064516","4,956817","174,339845",132,"35,840909","1225,568182","7,13587","243,972028",,3,17,42,"2,833333","128,214286",",575212","26,038113",312,"7,211538",360,"1,434449","71,769418",,3,2,1,3,270,",636364","57,272727",368,"34,491848","2927,690217","7,055569","598,17102",,,97,193,"13,849741","855,388601","2,842178","175,516293",84,"18,309524",1145,"3,886941","243,099586",,,13,148,"4,141892","125,675676",",818981","24,870194",213,"5,234742","157,511737","1,086636","32,694405",
1956791,744,21,,,,,,,723,"1,134163","18,250346",",194662","3,125998",,9,5,8,"1,375",30,",24664","5,440033",722,"5,893352","268,448753",",972201","44,450859",,,6,10,"3,1","256,5",",534357","44,139168",728,"7,847527","687,012363","1,306987","114,352926",,16,453,86,"4,476744","434,651163",",725917","70,704221",189,"11,433862","1772,804233","1,845773","285,842768",,1,,372,1,30,",172688","5,180658",371,"2,501348","160,539084",",425511","27,097946",,,12,44,"2,977273","117,840909",",534458","21,046228",688,"4,886628","217,848837",",837353","37,346995",,,26,210,"22,257143",1095,"3,634427","180,188117",508,"31,419291","1590,797244","5,285903","268,104255",,2,15,15,"4,8",144,",80514","24,154185",712,"10,167135","335,203652","1,691399","55,711396",,1,556,144,"14,083333","283,506944","2,344328","47,097138",43,"17,44186","464,883721","2,909619","80,19677",,1,4,235,"15,07234","1190,425532","2,448292","193,419763",504,"16,561508","1322,02381","2,806327","223,723782",,,,12,"5,166667","162,083333",",849648","26,472394",732,"6,20765","239,733607","1,038153","40,334121",
1956792,243,48,,,,,,,195,"1,133333","48,846154",",210382","9,071133",,5,18,8,"1,5","33,75",",30469","6,893985",212,"3,849057","102,028302",",720084","19,033607",,62,24,11,"3,272727","231,818182",",591322","42,940851",146,"8,979452","809,280822","1,629814","146,962212",,21,68,53,"4,584906","400,471698",",850581","74,520137",101,"9,168317","814,60396","1,713863","152,137403",,126,1,10,1,30,",190276","5,708273",106,"5,839623","340,849057","1,04103","60,11009",,,1,10,"5,2","125,5","1,063833","25,671498",232,"7,668103","241,400862","1,412246","44,770669",,,18,22,"27,545455","1042,272727","4,567313","172,998539",203,"51,827586","2080,862069","9,55104","383,780739",,9,37,30,"3,166667",134,",614876","26,031082",167,"6,850299","299,011976","1,251088","54,555624",,1,95,25,"3,32",271,",609121","49,116947",122,"8,54918","713,155738","1,585273","131,589543",,,3,68,"12,647059","1071,470588","2,249214","190,525192",172,"16,023256","1328,69186","2,995806","247,882379",,,,,,,,,243,"6,769547","263,065844","1,243115","48,493529",
1956793,516,2,,,,,,,514,"1,501946","30,661479",",265533","5,426307",,3,,,,,,,513,"2,31384","98,508772",",399787","17,051677",,5,251,112,"4,75","265,625",",788496","44,102726",148,"6,587838","431,925676","1,120386","73,368471",,17,72,114,"4,938596","427,938596",",854346","73,937383",313,"12,488818","1043,290735","2,066601","172,560652",,,,14,1,30,",168401","5,052044",502,"3,260956","152,181275",",572023","26,649928",,,,,,,,,516,"25,040698","585,968992","4,298426","100,803816",,,6,20,"24,05","966,5","4,332739","175,656089",490,"52,622449","2588,938776","8,951011","441,023988",,15,12,41,"2,536585","152,195122",",427384","25,643056",448,"5,607143","302,366071",",955835","51,731262",,4,,221,"10,683258","368,41629","1,568764","54,114418",291,"8,972509","359,862543","1,763909","71,409078",,1,179,235,"14,395745","1018,425532","2,424276","171,290822",101,"18,980198","1381,386139","3,240704","235,626901",,,1,2,"3,5",120,",720588","24,705882",513,"6,401559","339,454191","1,100802","58,374072",
1956794,112,4,,,,,,,108,"1,425926","50,277778",",267251","9,591983",,1,,2,1,30,",341667","10,25",109,"3,944954","150,733945",",740837","28,148366",,,,1,5,180,"1,296296","46,666667",111,"13,108108","748,108108","2,426041","138,676542",,,37,24,"4,958333","401,25",",906661","73,241412",51,"10,078431","881,176471","1,844175","160,173937",,3,1,,,,,,108,"2,768519","150,87963",",51918","28,252067",,,,,,,,,112,"15,267857","547,321429","2,933075","105,943223",,,7,12,"18,083333","836,25","3,942449","181,152874",93,"42,903226","2015,645161","7,557026","354,644089",,3,10,24,"3,166667","142,5",",560882","25,239678",75,"4,413333","198,8",",808117","36,390696",,,16,37,"6,135135","267,567568","1,146464","49,393777",59,"9,59322","477,20339","1,804031","88,204151",,,,1,9,600,"2,333333","155,555556",111,"23,495495","1649,594595","4,325684","303,733908",,,,6,"6,666667","188,333333",",978862","27,591279",106,"6,849057","222,075472","1,304155","42,447239",
1956795,217,1,,,,,,,216,"2,75","95,625",",501321","17,445359",,7,7,7,2,30,",340208","5,103121",196,"3,188776","90,688776",",570335","16,349922",,121,21,20,"6,2",240,"1,069697","41,280761",55,"14,418182","648,545455","2,461807","112,41572",,29,7,13,"5,769231","438,461538","1,020592","76,035482",168,"11,428571","772,857143","2,039124","137,951242",,64,,6,1,30,",189149","5,674477",147,"15,115646","274,62585","2,713636","49,776653",,,1,,,,,,216,"5,555556","487,638889","1,001306","87,55543",,,,1,26,1005,"5,352941","206,911765",216,"75,458333","2866,388889","13,465385","511,220789",,21,1,1,2,120,",411765","24,705882",194,"8,469072","504,896907","1,501666","89,560713",,158,59,,,,,,,,,,,,3,99,65,"13,261538","989,538462","2,367956","174,757615",50,"15,44","1218,6","2,772218","218,430129",,,4,6,"3,166667",125,",609185","23,924757",207,"6,478261","315,942029","1,159362","56,619903",
1956796,347,4,,,,,,,343,3,"284,25656",",556048","52,70636",,,,1,1,30,",170732","5,121951",346,"4,699422","355,693642",",872946","66,283271",,163,14,111,"1,063063","237,297297",",194243","43,477853",59,"3,830508","489,576271",",712726","91,808599",,36,96,75,"4,386667","399,2",",818449","74,286051",140,"7,935714","746,75","1,430492","135,024076",,3,,,,,,,344,"1,502907","83,953488",",278812","15,607558",,,,,,,,,347,"19,121037","637,276657","3,544598","118,632579",,3,159,115,"26,495652","923,043478","4,862596","169,382432",70,"33,828571",1416,"6,23472","261,089537",,42,91,43,"3,767442","131,976744",",674898","23,813582",171,"7,678363","336,783626","1,39313","60,934471",,1,2,,,,,,344,"16,389535","901,860465","3,058105","167,670482",,13,1,,,,,,333,"49,096096","3568,258258","9,057895","657,299645",,10,3,35,"4,571429","152,857143",",82891","27,771019",299,"7,250836","230,150502","1,344896","42,720944",
1956797,196,15,,,,,,,181,"1,01105","30,331492",",206356","6,190671",,17,1,8,1,30,",194282","5,828465",170,"3,311765","178,235294",",679535","36,6246",,88,6,11,"3,454545","196,363636",",708256","40,419516",91,"7,516484","424,945055","1,558903","88,168737",,1,6,21,"6,095238","365,714286","1,260379","75,62274",168,"12,232143","733,928571","2,492929","149,575766",,35,,,,,,,161,"1,267081","93,167702",",260431","19,17894",,,,2,4,135,",904167","30,515625",194,"6,530928","282,216495","1,344466","58,122019",,,9,52,"18,692308","902,884615","3,730082","180,285252",135,"25,555556","1263,111111","5,222722","258,219652",,1,6,18,"4,166667",125,",84764","25,429205",171,"7,649123","229,473684","1,553901","46,617032",,,7,90,"8,855556","268,333333","1,753611","53,070056",99,"11,161616","371,818182","2,323302","77,28899",,1,11,67,"12,507463","898,656716","2,509617","180,386109",117,"16,410256","1211,282051","3,359721","247,888038",,1,1,26,"3,769231","143,076923",",700198","26,656519",168,"4,75","185,535714",",982613","38,460349",
1956798,294,196,,,,,,,98,"1,193878","33,673469",",242996","7,042704",,33,9,17,1,30,",207932","6,237948",235,"2,33617","85,553191",",473451","17,347924",,16,9,10,"2,9",192,",606408","40,742796",259,"7,544402","600,926641","1,520161","120,957107",,6,29,19,"3,631579","363,684211",",737873","73,495355",240,"8,9375",917,"1,7486","179,727623",,,,5,1,30,",218615","6,558464",289,"5,010381","249,809689","1,014992","50,304326",,,,1,6,115,"1,235294","23,676471",293,"8,194539","336,006826","1,693767","69,005816",,,13,61,"20,737705","863,032787","4,21585","175,414981",220,"35,109091","1563,818182","6,962566","310,510868",,15,27,64,"3,71875","121,40625",",749727","24,412236",188,"7,292553","293,617021","1,480573","60,000181",,30,152,65,"6,815385",267,"1,314119","51,480856",47,"9,851064","378,297872","2,05607","79,602109",,,,48,"16,020833","950,3125","3,199335","187,917383",246,"17,146341","1270,792683","3,466764","255,90776",,,,1,3,110,",75","27,5",293,"6,924915","292,832765","1,395667","58,976503",
1956799,45,12,,,,,,,33,"1,151515","17,272727",",265106","3,976588",,,,1,1,30,",259259","7,777778",44,"3,022727","87,613636",",719298","20,788351",,,13,6,"4,5",185,",993105","40,317372",26,"10,846154","615,576923","2,558641","141,110131",,26,14,3,"8,333333",350,"1,740856","72,644668",2,11,435,"2,531591","99,96732",,,,1,1,30,",35","10,5",44,"2,931818","112,159091",",694287","26,577835",,,,,,,,,45,"10,177778","378,444444","2,430792","91,030648",,,,,,,,,45,"65,844444","2133,444444","15,388886","497,058449",,2,4,3,"2,666667",120,",549454","24,72541",36,6,"259,722222","1,425297","61,865547",,2,34,4,"2,5","222,5",",568083","51,813725",5,"4,6",443,"1,021786","101,77451",,44,1,,,,,,,,,,,,44,1,,,,,,,,,,,
1956800,513,92,,,,,,,421,"1,061758","51,828979",",206043","10,105516",,10,15,48,1,30,",21328","6,39841",440,"3,181818","103,181818",",606757","19,652846",,6,11,7,"2,428571","205,714286",",466488","39,336899",489,"9,658487","792,259714","1,8326","150,499263",,114,234,83,"4,108434","383,012048",",745899","69,633868",82,"6,792683","645,609756","1,274198","121,583922",,37,11,2,1,40,",232571","9,302832",463,"3,358531","208,347732",",645764","39,702551",,,18,33,"3,969697","119,090909",",784465","23,57495",462,"7,179654","292,305195","1,39976","57,179606",,,28,70,"17,6",903,"3,478379","178,626172",415,"31,081928","1722,385542","5,892226","325,909035",,42,70,90,"2,988889","128,333333",",578186","24,564113",311,"5,749196","259,581994","1,089569","48,892902",,5,62,119,"10,554622","271,848739","1,98949","51,247194",327,"15,070336","448,470948","2,876892","85,47989",,,16,113,"11,017699","939,115044","2,124991","181,35818",384,"20,492188","1592,395833","3,912322","303,312633",,1,7,44,"3,795455","136,25",",744935","26,794073",461,"6,114967","221,59436","1,168435","42,387353",
1956801,412,,,,,,,,412,"3,407767","74,793689",",727404","15,994632",,,7,1,2,30,",341463","5,121951",404,"4,492574","96,126238",",9565","20,546434",,265,92,14,"4,5","196,071429",",953317","41,442513",41,"10,804878","473,414634","2,399855","104,995225",,80,65,49,"5,938776","374,081633","1,167463","72,308811",218,"13,316514","777,247706","2,817643","164,338552",,120,11,1,3,30,",4375","4,375",280,"5,246429","209,892857","1,108143","44,080344",,,2,4,3,"127,5",",719149","30,569163",406,"7,955665","354,08867","1,663546","74,219166",,,6,36,"26,305556","792,5","5,86336","176,39554",370,"51,932432","1576,297297","10,588727","321,495322",,38,6,9,"3,888889","116,666667",",804525","24,135752",359,"8,749304","262,395543","1,803554","54,090873",,,200,44,"4,5","248,863636",",889468","48,47039",168,"7,577381","478,839286","1,549766","97,724037",,4,140,149,"13,577181","842,61745","2,774951","171,508423",119,"20,512605","1323,02521","4,228438","271,820822",,,1,21,"5,142857","134,285714","1,037994","26,945182",390,"7,371795","232,076923","1,546705","48,625069",
1956802,86,6,,,,,,,80,"1,675",63,",27967","10,616287",,,,,,,,,86,"5,22093","205,988372",",850294","33,926268",,,2,2,"3,5",210,",668421","40,105263",82,"9,939024","594,512195","1,622852","96,989817",,2,11,28,"5,178571",450,",852464","73,968751",45,"9,244444","705,333333","1,51868","116,083117",,4,,,,,,,82,"1,487805","84,878049",",244673","13,985903",,,,1,3,120,",4375","17,5",85,"5,658824","205,411765",",944205","34,29943",,,,3,"21,333333",920,"3,989968","173,898769",83,"41,879518","2000,240964","6,792022","326,560264",,,,,,,,,86,"24,511628","832,674419","3,968262","134,29006",,,,,,,,,86,"33,244186","786,453488","5,418101","127,362926",,1,1,7,"13,857143","1024,285714","2,46932","183,561705",77,"24,909091","1799,220779","4,027322","290,688749",,2,1,,,,,,83,"6,60241","393,433735","1,075391","64,12286",
1956803,288,12,,,,,,,276,"1,304348","24,003623",",253776","4,66982",,10,,19,1,30,",204777","6,14333",259,"3,451737","157,837838",",679983","31,120395",,88,17,20,"2,15",204,",442734","41,827671",163,"6,01227","622,852761","1,149272","118,861775",,6,154,78,"5,012821","386,153846",",965785","74,234636",50,"7,68",598,"1,466606","114,249838",,1,1,,,,,,286,"2,937063","153,583916",",583591","30,420301",,,,,,,,,288,"10,631944","298,489583","2,106476","59,41192",,,,,,,,,288,"71,663194","2968,975694","14,016699","580,889313",,16,24,44,"2,545455","123,409091",",507827","24,617587",204,"6,014706","278,602941","1,170157","54,247108",,1,185,61,"5,901639","276,557377","1,108054","51,88314",41,"6,853659","326,341463","1,421941","67,715616",,3,167,107,"10,579439","833,037383","2,095883","165,056331",11,"14,090909","1160,454545","2,807161","229,779249",,,1,16,"4,5",155,",838466","28,961299",271,"5,911439","197,01107","1,162092","38,779705",
