PDS,ANZ_S,RTS_E23010.0,RTS_E23010.1,RTS_E23010.3,RTS_E23010.3.MW_A_PR,RTS_E23010.3.MW_M_PR,RTS_E23010.3.MW_A_PW,RTS_E23010.3.MW_M_PW,RTS_E23010.4,RTS_E23010.4.MW_A_PR,RTS_E23010.4.MW_M_PR,RTS_E23010.4.MW_A_PW,RTS_E23010.4.MW_M_PW,RTS_E23010.9,RTS_E23020.0,RTS_E23020.1,RTS_E23020.3,RTS_E23020.3.MW_A_PR,RTS_E23020.3.MW_M_PR,RTS_E23020.3.MW_A_PW,RTS_E23020.3.MW_M_PW,RTS_E23020.4,RTS_E23020.4.MW_A_PR,RTS_E23020.4.MW_M_PR,RTS_E23020.4.MW_A_PW,RTS_E23020.4.MW_M_PW,RTS_E23020.9,RTS_E23030.0,RTS_E23030.1,RTS_E23030.3,RTS_E23030.3.MW_A_PR,RTS_E23030.3.MW_M_PR,RTS_E23030.3.MW_A_PW,RTS_E23030.3.MW_M_PW,RTS_E23030.4,RTS_E23030.4.MW_A_PR,RTS_E23030.4.MW_M_PR,RTS_E23030.4.MW_A_PW,RTS_E23030.4.MW_M_PW,RTS_E23030.9,RTS_E23040.0,RTS_E23040.1,RTS_E23040.3,RTS_E23040.3.MW_A_PR,RTS_E23040.3.MW_M_PR,RTS_E23040.3.MW_A_PW,RTS_E23040.3.MW_M_PW,RTS_E23040.4,RTS_E23040.4.MW_A_PR,RTS_E23040.4.MW_M_PR,RTS_E23040.4.MW_A_PW,RTS_E23040.4.MW_M_PW,RTS_E23040.9,RTS_E23050.0,RTS_E23050.1,RTS_E23050.3,RTS_E23050.3.MW_A_PR,RTS_E23050.3.MW_M_PR,RTS_E23050.3.MW_A_PW,RTS_E23050.3.MW_M_PW,RTS_E23050.4,RTS_E23050.4.MW_A_PR,RTS_E23050.4.MW_M_PR,RTS_E23050.4.MW_A_PW,RTS_E23050.4.MW_M_PW,RTS_E23050.9,RTS_E23060.0,RTS_E23060.1,RTS_E23060.3,RTS_E23060.3.MW_A_PR,RTS_E23060.3.MW_M_PR,RTS_E23060.3.MW_A_PW,RTS_E23060.3.MW_M_PW,RTS_E23060.4,RTS_E23060.4.MW_A_PR,RTS_E23060.4.MW_M_PR,RTS_E23060.4.MW_A_PW,RTS_E23060.4.MW_M_PW,RTS_E23060.9,RTS_E23070.0,RTS_E23070.1,RTS_E23070.3,RTS_E23070.3.MW_A_PR,RTS_E23070.3.MW_M_PR,RTS_E23070.3.MW_A_PW,RTS_E23070.3.MW_M_PW,RTS_E23070.4,RTS_E23070.4.MW_A_PR,RTS_E23070.4.MW_M_PR,RTS_E23070.4.MW_A_PW,RTS_E23070.4.MW_M_PW,RTS_E23070.9,RTS_E23080.0,RTS_E23080.1,RTS_E23080.3,RTS_E23080.3.MW_A_PR,RTS_E23080.3.MW_M_PR,RTS_E23080.3.MW_A_PW,RTS_E23080.3.MW_M_PW,RTS_E23080.4,RTS_E23080.4.MW_A_PR,RTS_E23080.4.MW_M_PR,RTS_E23080.4.MW_A_PW,RTS_E23080.4.MW_M_PW,RTS_E23080.9,RTS_E23090.0,RTS_E23090.1,RTS_E23090.3,RTS_E23090.3.MW_A_PR,RTS_E23090.3.MW_M_PR,RTS_E23090.3.MW_A_PW,RTS_E23090.3.MW_M_PW,RTS_E23090.4,RTS_E23090.4.MW_A_PR,RTS_E23090.4.MW_M_PR,RTS_E23090.4.MW_A_PW,RTS_E23090.4.MW_M_PW,RTS_E23090.9,RTS_E23100.0,RTS_E23100.1,RTS_E23100.3,RTS_E23100.3.MW_A_PR,RTS_E23100.3.MW_M_PR,RTS_E23100.3.MW_A_PW,RTS_E23100.3.MW_M_PW,RTS_E23100.4,RTS_E23100.4.MW_A_PR,RTS_E23100.4.MW_M_PR,RTS_E23100.4.MW_A_PW,RTS_E23100.4.MW_M_PW,RTS_E23100.9,RTS_E23110.0,RTS_E23110.1,RTS_E23110.3,RTS_E23110.3.MW_A_PR,RTS_E23110.3.MW_M_PR,RTS_E23110.3.MW_A_PW,RTS_E23110.3.MW_M_PW,RTS_E23110.4,RTS_E23110.4.MW_A_PR,RTS_E23110.4.MW_M_PR,RTS_E23110.4.MW_A_PW,RTS_E23110.4.MW_M_PW,RTS_E23110.9
1806244,48,,,2,35,1110,"12,872222","407,166667",46,"72,043478","2319,782609","20,025307","649,777566",,,29,16,"7,9375","238,125","2,537663","76,129893",3,"13,666667",410,"3,844226","115,326797",,36,6,3,"6,333333","126,666667","1,541228","30,824561",3,9,180,"2,311111","46,222222",,5,43,,,,,,,,,,,,,,,,,,,48,"7,6875","209,6875","2,179002","60,374632",,4,,3,1,30,",302357","9,070707",41,"2,414634","196,463415",",712717","58,412894",,3,,24,1,50,",308879","15,443928",21,"2,428571","92,857143",",645676","24,805766",,4,27,13,"4,153846","166,153846","1,174825","46,993007",4,"4,5",180,"1,595713","63,828502",,11,37,,,,,,,,,,,,,6,21,2,50,",636329","15,908219",21,"3,285714","89,761905",",883725","24,273705",,47,,,,,,,1,1,20,",184211","3,684211",
1806245,90,,5,12,"34,916667","1227,5","11,568364","404,751543",73,"52,30137","2294,315068","16,969429","744,622074",,,37,34,"4,176471","217,941176","1,375534","71,452153",19,"6,421053","331,578947","2,11625","109,668527",,1,25,40,"4,875","97,5","1,631793","32,635864",24,"6,625",135,"2,125361","43,382229",,2,11,3,5,260,"1,75",91,74,"6,675676","352,567568","2,190825","115,700299",,,,,,,,,90,"5,811111","212,833333","1,88789","69,514862",,61,,4,1,30,",327315","9,819445",25,"3,28","204,6","1,096815","68,527778",,63,,1,1,45,",35","15,75",26,2,"122,884615",",666558","41,504741",,2,5,9,"2,666667","138,333333",",90751","46,86726",74,"5,932432","319,72973","1,92823","103,843417",,90,,,,,,,,,,,,,,5,,,,,,85,"4,058824","147,176471","1,340647","48,830695",,18,,,,,,,72,"1,138889","18,75",",365555","5,962621",
1806246,60,,,1,31,1080,"10,85",378,59,"59,627119","2450,677966","20,214103","830,501086",,43,13,2,8,240,"2,8",84,2,"9,5",315,"3,325","110,25",,35,18,6,"4,833333","96,666667","1,668256","33,365115",1,6,120,"2,1",42,,58,,1,4,240,"1,473684","88,421053",1,5,300,"1,75",105,,,2,2,5,95,"1,75","33,25",56,"8,482143","265,982143","2,891281","90,875628",,31,,1,1,30,",35","10,5",28,"2,357143","249,642857",",799564","85,13045",,52,,,,,,,8,"1,75","97,5",",589154","32,724232",,44,2,3,"2,666667",160,",758333","45,5",11,"4,545455","272,727273","1,514248","90,854864",,60,,,,,,,,,,,,,2,2,,,,,,56,"1,571429","76,964286",",53364","26,202445",,60,,,,,,,,,,,,
1806247,261,,4,17,"42,588235","1363,235294","12,192702","385,840753",240,"72,95","2641,666667","22,666217","821,372232",,33,122,38,"5,026316","245,526316","1,525445","74,288751",68,"8,647059","426,617647","2,655854","129,911503",,1,244,8,"5,5",110,"1,641435","32,828704",8,"6,625","132,5","2,164503","43,290064",,5,1,2,4,240,"1,218519","73,111111",253,"7,608696","455,454545","2,395099","143,332418",,13,100,12,"1,083333",90,",350455","28,915936",136,"2,242647","146,213235",",694426","45,510913",,60,2,1,2,30,",518519","7,777778",198,"2,792929","183,939394",",872177","57,755623",,9,,,,,,,252,"3,678571","220,238095","1,144905","68,559145",,19,50,100,"5,32","161,55","1,568464","47,561177",92,"6,206522",195,"2,153578","67,633643",,160,32,41,"2,878049","175,97561",",876447","53,67283",28,"4,25","274,285714","1,283079","83,016255",,,,117,1,45,",321756","14,479014",144,"2,625","109,097222",",8083","33,76983",,21,,,,,,,240,"1,329167","39,8125",",406387","12,180932",
1806248,373,,3,29,"36,413793","1196,896552","11,896387","390,58932",341,"67,888563","2253,958944","22,117966","734,667327",,12,42,155,"11,103226","237,032258","3,733385","79,60741",164,"15,585366","362,439024","4,949278","115,28066",,25,46,57,"4,385965","105,087719","1,387931","32,98352",245,"11,77551","259,020408","3,930301","86,307702",,35,72,16,"5,3125","221,25","1,734896","73,421875",250,"7,828","397,8","2,572173","131,201992",,,,,,,,,373,"8,265416","276,621984","2,721588","91,387562",,17,,30,1,30,",335416","10,062477",326,"3,797546","213,128834","1,26195","70,924223",,58,,1,1,45,",388889","17,5",314,"1,617834","94,824841",",523809","30,742357",,52,62,96,"3,458333","159,010417","1,095026","50,559573",163,"5,214724","231,257669","1,722553","76,472766",,211,,35,"2,971429","179,142857",",996111","60,066667",127,"3,858268","266,220472","1,256719","86,944697",,,79,15,2,"49,333333",",680174","16,729847",279,"2,727599","107,795699",",897885","35,477913",,,,,,,,,373,"1,691689","32,372654",",558425","10,709051",
1956253,51,,,15,"38,666667",1311,"11,981687","405,069838",36,"50,25","1731,527778","15,453636","532,594379",,1,15,14,"5,5","221,785714","1,709909","68,830055",21,"9,619048","435,714286","2,948243","133,834822",,4,3,20,"5,6",112,"1,591556","31,831111",24,"6,916667","138,333333","2,298435","45,9687",,,,11,4,240,"1,324252","79,455104",40,"5,55",333,"1,70527","102,316206",,,,1,2,90,",7","31,5",50,"3,38","155,7","1,042228","48,489571",,2,,,,,,,49,"2,795918","222,653061",",892579","70,373039",,6,13,3,2,50,",602899","15,072464",29,"2,965517","121,034483",",891038","35,939174",,,,1,4,195,"1,217391","59,347826",50,"10,54","407,4","3,226256","124,850332",,,12,39,3,180,",923392","55,403502",,,,,,,,,,,,,,51,"6,215686","175,490196","1,945196","55,19837",,,,,,,,,51,"2,745098","55,294118",",864023","17,401184",
1956254,31,,,3,"39,666667",1500,"10,549858","398,960114",28,"56,821429","2127,321429","15,278846","572,029915",,,5,17,"4,352941","248,823529","1,167253","66,709402",9,"7,666667",370,"2,064103","99,615385",,11,7,6,"5,833333",120,"1,570513","32,307692",7,8,160,"2,14245","42,849003",,,,6,"6,5",220,"1,75","59,23077",25,8,270,"2,147464","72,476923",,,,2,3,75,",807692","20,192308",29,"5,172414","163,965517","1,388791","44,041409",,,,,,,,,31,"1,387097","75,967742",",372163","20,366005",,,1,,,,,,30,"5,4","209,833333","1,451852","56,417141",,,,3,"6,666667",200,"1,794872","53,846154",28,"8,964286","268,928571","2,407051","72,211539",,,,,,,,,31,"6,903226","345,16129","1,852771","92,638544",,,,,,,,,31,"8,193548",240,"2,20113","64,465812",,,,,,,,,31,"1,806452","26,612903",",485388","7,152146",
1956255,56,,,,,,,,56,"60,25","2191,428571","17,968265","653,593211",,2,,21,"4,857143","291,428571","1,225861","73,551647",33,"5,333333","317,272727","1,84977","110,03168",,4,5,23,"5,565217","111,304348","1,702971","34,059414",24,"7,125","142,5","2,156382","43,127641",,,,8,"3,875","232,5","1,1492","68,951971",48,5,300,"1,559409","93,564532",,,,2,2,75,",7","26,25",54,"4,425926","166,666667","1,35376","50,850655",,3,,,,,,,53,"1,188679","67,924528",",367751","20,951913",,2,2,,,,,,52,"1,788462","82,5",",540956","25,03561",,5,6,18,"4,888889","178,333333","1,307764","47,784693",27,"5,592593","201,111111","1,851664","66,56053",,20,2,2,3,180,",913889","54,833334",32,4,240,"1,142383","68,542956",,,6,1,2,45,",7","15,75",49,"3,55102","101,326531","1,075523","30,797001",,,,,,,,,56,"2,607143","39,107143",",798349","11,975229",
1956256,41,,,3,"41,333333",1260,"14,504873","441,233155",38,"76,868421","2486,578947","22,823174","737,323833",,,,3,"6,666667",320,"1,830582","81,834901",38,"8,263158","427,105263","2,570191","133,051882",,6,16,10,"5,2",116,"1,418085","31,987436",9,"5,111111","153,333333","1,739425","52,285798",,,1,4,"7,25","236,25","2,357212","75,577485",36,"7,916667","331,666667","2,436223","102,984641",,,2,4,2,90,",55926","25,166667",35,"4,4","181,571429","1,415007","57,574774",,,,,,,,,41,"1,560976","69,146341",",490638","21,570098",,,,,,,,,41,"1,585366","94,390244",",487374","28,986322",,,2,15,"5,266667",188,"1,454496","52,291698",24,"6,333333","227,5","2,06507","74,118453",,2,4,2,3,150,"1,108334","55,416667",33,"5,363636","268,181818","1,626909","81,34543",,,,,,,,,41,"5,414634","183,658537","1,687151","57,209928",,1,,,,,,,40,"2,1","49,125",",655351","15,343725",
1956257,36,,,2,"49,5","1707,5","11,759196","405,899425",34,"52,411765","1956,470588","16,269127","605,029532",,1,,11,"10,545455","313,181818","2,61824","77,66243",24,"12,041667","361,458333","4,039349","121,029187",,1,2,13,"6,384615","127,692308","1,726413","34,528255",20,"6,65",133,"2,186824","43,736482",,,,1,3,180,",7",42,35,"6,8","379,714286","2,143106","119,656072",,,,,,,,,36,"6,277778","300,277778","1,937917","93,001207",,22,,,,,,,14,"1,857143","107,142857",",617493","34,391804",,2,23,,,,,,11,"2,727273","81,818182",",778003","23,340099",,2,2,7,"6,571429","197,142857","1,830018","54,900537",25,"7,2",216,"2,268749","68,062473",,2,31,1,3,180,",875","52,5",2,3,210,"1,003334","70,233334",,,8,25,2,50,",60436","15,108997",3,"2,333333","86,666667",",851047","32,012883",,,,19,1,10,",317157","3,171572",17,"2,294118","48,823529",",699228","14,793253",
1956258,193,,3,13,"39,615385","1322,692308","11,786401","393,699606",177,"64,073446","2369,717514","18,639656","689,003579",,,21,83,"7,240964","261,144578","2,034134","73,690115",89,10,"438,707865","2,977424","131,256786",,99,15,35,"5,8","118,285714","1,637109","33,412547",44,"7,068182","147,727273","2,081179","43,582764",,2,6,36,"6,444444","221,666667","1,948388","66,686593",149,"9,114094","326,979866","2,742583","98,367055",,2,1,26,"2,230769","78,461538",",714748","25,142799",164,"4,353659","193,170732","1,279397","56,585761",,96,,5,1,30,",295555","8,866667",92,"3,01087","189,076087",",850838","53,680649",,,,,,,,,193,"3,502591","236,450777","1,036781","70,007528",,64,26,26,"3,384615","167,307692",",946366","46,805384",77,"4,61039","243,311688","1,379104","72,959556",,2,7,52,"2,019231","178,269231",",604527","53,300615",132,"4,44697",320,"1,317993","94,861047",,2,3,1,2,45,",7","15,75",187,"6,84492","326,417112","2,026185","96,793676",,53,,,,,,,140,"1,578571","76,178571",",466549","22,354487",
1956259,101,,,9,36,"1448,333333","10,044127","401,833661",92,"52,717391","2342,771739","15,150217","673,711355",,73,14,4,"8,75","262,5","2,304361","69,130825",10,"12,8",444,"3,70678","126,758947",,86,10,4,"6,25",125,"1,523372","30,467433",1,8,160,"2,074074","41,481481",,1,2,10,"3,9",234,"1,118422","67,105326",88,"5,034091","302,045455","1,487989","89,279318",,,,,,,,,101,"4,851485","229,90099","1,421242","67,159685",,8,,,,,,,93,"2,354839","159,677419",",679355","46,134894",,9,,,,,,,92,"2,391304","199,23913",",693475","57,787233",,5,5,9,"3,777778","173,333333","1,113823","51,320238",82,"7,439024","348,353659","2,128495","99,654443",,1,14,13,2,"146,538462",",579952","42,480997",73,3,210,",881763","61,723406",,,14,4,2,"46,25",",596297","13,854167",83,"2,638554","92,590361",",752867","26,477127",,3,,,,,,,98,1,15,",294775","4,421624",
1956260,25,,5,,,,,,20,"81,95","2143,5","27,324708","714,631725",,21,4,,,,,,,,,,,,,3,22,"5,045455","100,909091","1,664877","33,297537",,,,,,,,,13,"3,923077","235,384615","1,351709","81,102564",12,"5,166667",310,"1,612459","96,747563",,,,1,2,80,",5",20,24,4,200,"1,32699","66,363385",,,,,,,,,25,"3,32","241,2","1,087614","79,230058",,3,,,,,,,22,"1,181818","97,272727",",391578","31,98445",,,,2,"4,5",180,"1,314815","52,592593",23,"6,043478","241,73913","1,987656","79,506229",,3,21,1,2,150,",666667",50,,,,,,,,,,,,,,25,"3,48","130,8","1,123914","42,44731",,,,,,,,,25,1,15,",328144","4,922164",
1956261,167,,2,9,"53,444444","1723,333333","11,560092","374,650374",156,"68,826923","2282,307692","20,195367","668,63225",,23,56,48,"4,854167","245,104167","1,408375","71,902493",40,7,"354,5","2,167538","112,365873",,15,81,49,"5,795918","116,020408","1,61533","32,337647",22,"6,727273","134,545455","2,157214","43,144276",,22,12,29,"3,655172","216,724138","1,060483","62,841872",104,"5,538462","329,134615","1,644794","97,730034",,,4,31,"3,967742","92,903226","1,305179","30,574571",132,"5,856061","169,69697","1,675905","49,286376",,64,,,,,,,103,"1,466019","97,281553",",434642","28,61865",,85,7,6,"1,166667","44,166667",",334834","12,531291",69,"2,942029","132,391304",",810072","37,166153",,8,40,42,"3,571429","184,285714",",998523","51,277538",77,"4,636364","247,012987","1,439393","76,654413",,88,29,18,3,"179,166667",",890528","53,140036",32,"4,0625","242,34375","1,14749","68,428395",,,11,3,3,"48,333333",",70914","11,455197",153,"4,196078","127,581699","1,235934","37,880273",,2,,,,,,,165,"1,193939","35,818182",",353995","10,619849",
1956262,410,,,,,,,,410,"67,182927","2226,719512","21,300288","705,47448",,247,84,31,"6,903226","207,096774","2,202449","66,073477",48,"11,208333","479,375","3,253761","135,740132",,200,20,96,"5,0625","101,5625","1,642337","32,956113",94,"6,595745","140,319149","2,050419","43,71986",,,29,5,"4,8",216,"1,617652","72,794332",376,"7,731383","347,912234","2,449787","110,240415",,,,,,,,,410,"4,117073","126,036585","1,32231","40,596961",,1,,,,,,,409,"3,085575","160,415648",",989337","51,49076",,118,7,,,,,,285,"1,77193","93,789474",",554212","29,499983",,31,9,12,"3,916667","176,666667","1,143185","51,764295",358,"6,03352","261,452514","1,935251","83,987958",,204,36,6,3,"172,5","1,05","60,375",164,"4,506098","262,77439","1,430685","83,45777",,,23,5,"2,6",45,",881345","15,430702",382,"2,740838","71,308901",",881588","22,992752",,2,,,,,,,408,"2,110294","61,580882",",683104","19,912677",
1956263,246,,1,14,"35,714286","1267,857143","11,897222","422,037037",231,"52,818182","1885,930736","16,388346","584,612843",,1,2,4,"5,75","262,5","1,853704","84,388889",239,"8,535565","367,217573","2,632905","113,154626",,,1,2,5,100,"1,654546","33,090909",243,"6,934156","138,847737","2,156012","43,177851",,1,,3,5,240,"1,75",84,242,6,285,"1,915845","91,002613",,1,,111,3,90,",986035","29,581049",134,"4,156716","148,768657","1,296768","46,824702",,,,,,,,,246,"2,195122","139,390244",",700102","44,525619",,1,,,,,,,245,"2,436735","138,571429",",743888","42,377037",,1,4,11,3,"137,727273","1,012458","46,515152",230,"5,434783","253,108696","1,672966","78,086953",,2,1,,,,,,243,3,210,",958301","67,081081",,1,,,,,,,245,"4,371429","102,102041","1,371773","32,12633",,1,,,,,,,245,"1,995918","33,428571",",637938","10,659537",
1956264,31,,,,,,,,31,"93,419355","2873,225806","26,963181","826,351486",,1,16,9,"7,666667","244,444444","2,300337","73,780811",5,"9,6",324,"3,080553","103,931324",,1,12,9,"5,333333","114,444444","1,670144","35,564101",9,"7,444444",170,"2,183889","49,101852",,4,21,5,"6,2",204,"1,638877","54,05615",1,8,285,"1,4","49,875",,,,,,,,,31,"5,322581","289,354839","1,542982","83,735879",,3,,,,,,,28,1,90,",292331","26,309752",,14,,16,1,50,",292869","14,643461",1,1,60,",318182","19,090909",,1,8,7,"4,285714","188,571429","1,121764","48,96798",15,"6,2","283,333333","1,832864","83,814424",,9,20,2,3,180,",945","56,7",,,,,,,7,3,,,,,,21,"2,047619","61,428571",",6059","18,176997",,1,,,,,,,30,1,30,",296261","8,88782",
1956265,48,,1,6,62,"1876,666667","14,440786","435,337168",41,"62,04878","1956,95122","17,334624","546,965277",,,23,18,"5,888889","269,444444","1,590336","73,115072",7,"7,714286",340,"2,51342","110,990476",,2,10,22,"5,681818","123,636364","1,523523","33,361025",14,"7,785714","208,571429","2,277878","60,717083",,,3,12,"4,416667",235,"1,342136","71,258628",33,"8,333333","424,242424","2,227248","113,33011",,,,,,,,,48,"5,625","265,833333","1,54783","73,596278",,,,,,,,,48,"2,9375","223,75",",826902","63,002122",,1,,17,1,"49,411765",",288233","14,27883",30,"3,033333","146,666667",",842887","40,718073",,,1,7,3,170,",865275","49,213609",40,"5,85","350,25","1,543448","92,431894",,7,14,11,3,150,",842447","42,122344",16,"4,125","217,5","1,21496","64,033823",,,4,,,,,,44,"3,090909","116,363636",",867126","32,714936",,2,,1,1,10,",212121","2,121212",45,"1,866667","55,444444",",531409","15,784213",
1956266,79,,,11,"36,363636","1581,818182","8,903738","389,290544",68,"38,779412","1713,088235","11,164196","493,816912",,4,2,5,6,348,"1,375626","79,912573",68,"7,764706","426,617647","2,229319","122,929426",,1,,,,,,,78,"10,294872","205,897436","2,917197","58,343942",,,,,,,,,79,"11,405063","513,227848","3,225261","145,136739",,,,,,,,,79,"4,493671","168,734177","1,312647","49,267364",,2,,,,,,,77,"1,168831",90,",344961","26,644758",,5,,3,1,45,",271714","12,227124",71,"2,450704","117,042254",",710373","33,891591",,7,1,3,"6,666667",200,"1,615355","48,460648",68,"11,220588","336,617647","3,267147","98,014418",,5,1,3,2,140,",537255","37,607843",70,"3,214286","241,785714",",941914","70,82003",,1,,,,,,,78,"2,307692","96,153846",",67549","28,125884",,1,,,,,,,78,"1,166667","52,5",",338713","15,242064",
1956267,67,,6,21,"35,142857","1110,952381","12,47907","394,310482",40,"47,075",1485,"16,659335","525,537281",,2,12,12,"4,583333","208,75","1,574204","72,107334",41,"6,682927","295,97561","2,356724","104,433153",,2,22,12,"4,416667","88,333333","1,597806","31,956112",31,"6,16129","125,16129","2,171901","44,145161",,2,8,19,"3,684211","221,052632","1,315108","78,906469",38,"5,605263","336,315789","1,982041","118,922438",,,6,6,"2,666667",90,",947222","31,833333",55,"4,072727","157,636364","1,435938","55,585302",,17,,,,,,,50,"1,96","135,9",",688497","47,894327",,5,,,,,,,62,"2,774194","129,112903",",97551","45,421807",,3,8,5,"3,2",132,"1,142105","47,25",51,"5,078431","234,705882","1,78681","82,593311",,4,,14,"3,071429","181,071429","1,087281","64,111842",49,"4,061224","243,673469","1,438811","86,328658",,1,17,5,2,46,",715556","16,45",44,"3,045455","83,636364","1,073433","29,398884",,34,,,,,,,33,"1,151515","17,727273",",407115","6,265816",
1956268,75,,3,19,"34,473684","1370,526316","9,685441","384,305461",53,"45,792453","1847,830189","13,245756","534,549234",,5,12,20,"4,1",246,"1,208382","72,502904",38,"7,789474","467,368421","2,172236","130,334169",,51,23,1,4,80,"1,333333","26,666667",,,,,,,1,,5,"3,8",228,"1,267778","76,066667",69,"5,710145","342,608696","1,645113","98,706782",,,1,1,2,75,",736842","27,631579",73,"5,109589","236,780822","1,468831","68,247244",,14,,3,1,30,",275814","8,274411",58,"3,051724","182,068966",",87238","52,197089",,45,,,,,,,30,"4,266667","236,333333","1,212","67,684097",,2,5,14,"2,785714","163,928571",",804064","47,05961",54,"6,037037",360,"1,691254","100,923874",,12,38,5,3,180,",86","51,6",20,4,240,"1,087282","65,236944",,,10,3,"2,333333",45,",593972","11,709579",62,"3,709677","112,096774","1,05984","32,264532",,3,,10,1,10,",329071","3,290711",62,"2,193548","23,064516",",624142","6,537318",
1956269,142,,1,22,"55,909091","1596,363636","14,399003","411,452352",119,"76,470588","2273,445378","20,805737","618,617839",,31,10,13,"10,461538","313,846154","2,662814","79,884421",88,"14,534091","436,022727","3,977943","119,338304",,12,27,68,"6,220588","124,411765","1,6776","33,551995",35,"7,628571","152,571429","2,147655","42,9531",,1,1,5,"4,4",198,"1,061819","47,781863",135,6,270,"1,684423","75,799016",,,2,7,3,90,",841569","25,247059",133,"5,308271","205,037594","1,483491","57,344807",,37,31,,,,,,74,"1,756757","70,27027",",491888","19,677312",,33,,10,1,"49,5",",322778","15,963889",99,"3,838384","201,919192","1,010979","53,184497",,20,29,28,"6,464286","194,464286","1,663693","50,049677",65,"9,338462","283,384615","2,552201","77,58611",,34,19,22,3,150,",869966","43,498288",67,"4,656716","232,835821","1,274908","63,745403",,,6,9,"2,888889",45,",92037","14,388889",127,"4,425197","66,377953","1,220951","18,314271",,13,,,,,,,129,"1,007752","15,116279",",281724","4,225864",
1956270,106,1,1,14,"45,428571","1446,428571","12,314174","393,390612",90,"62,577778","2302,666667","18,11171","668,070764",,6,11,8,5,"232,5","1,468056","68,055556",81,"8,098765","458,333333","2,333154","131,858965",,13,8,24,"6,625","132,5","1,741473","34,829465",61,"8,491803","176,885246","2,585944","53,627369",,25,4,3,4,200,"1,089242","53,390909",74,"5,945946","271,621622","1,742745","79,471379",,14,6,1,4,75,"1,4","26,25",85,"4,305882","183,705882","1,240738","52,848419",,5,,,,,,,101,"4,079208","230,049505","1,198218","67,420548",,24,10,,,,,,72,"3,486111","146,527778",",982827","40,981405",,11,18,20,"5,9",183,"1,617679","50,385756",57,"9,736842","312,631579","2,814936","90,751136",,10,24,21,3,180,",930604","55,836269",51,"4,137255","248,235294","1,16766","70,05962",,9,,2,1,45,",35","15,75",95,"6,263158","180,947368","1,80034","52,30479",,9,,,,,,,97,"1,71134","35,257732",",496988","10,2449",
1956271,71,,7,11,"42,090909","1252,727273","11,019375","327,526056",53,"64,207547","2412,54717","18,933753","711,995632",,33,4,6,"4,666667",285,"1,190641","73,307647",28,6,"331,071429","1,850463","100,902778",,,18,19,"5,578947","112,631579","1,582309","31,919072",34,"7,088235","145,294118","2,150436","44,030501",,1,1,11,"7,454545","223,636364","2,160309","64,809269",58,"9,568966","287,068966","2,838332","85,149963",,12,4,8,2,"88,125",",65463","28,802083",47,"3,744681",160,"1,104058","46,964539",,8,,7,1,30,",293039","8,791188",56,"9,035714","288,482143","2,709346","86,207464",,37,,,,,,,34,"2,735294","164,117647",",768094","46,085621",,4,7,10,"5,1",195,"1,407687","53,532586",50,"9,44","388,8","2,790793","114,257333",,22,5,11,3,180,",923737","55,424243",33,"4,575758","274,545455","1,349236","80,954152",,,,,,,,,71,"4,901408","110,492958","1,442796","32,479798",,,,,,,,,71,"1,478873","68,732394",",436587","20,219308",
1956272,46,,,,,,,,46,"94,304348","2847,826087","25,595093","773,113662",,,1,2,6,330,"1,434028","78,263889",43,"13,697674","693,488372","3,68959","186,920903",,3,5,29,"6,034483","120,689655","1,670071","33,401426",9,"8,111111","162,222222","2,285185","45,703704",,2,,4,"5,25","213,75","1,401852","58,583333",40,7,315,"1,911547","86,019597",,,,1,4,75,",8",15,45,"6,288889","184,555556","1,733359","50,976978",,2,,1,1,30,",388889","11,666667",43,"4,255814","226,744186","1,167592","62,373714",,2,,,,,,,44,"1,477273","74,318182",",405013","20,446908",,1,5,37,"6,27027","188,108108","1,727765","51,83296",3,7,210,"2,013889","60,416667",,1,11,34,"3,088235","152,205882",",839927","41,385245",,,,,,,,,1,3,45,",84","12,6",45,"6,222222","116,666667","1,687304","31,58395",,1,,,,,,,45,"1,533333",31,",421899","8,463414",
1956273,52,,,3,"64,333333",2080,"13,490741","436,111111",49,"58,204082","1876,326531","19,335353","623,530954",,,,,,,,,52,"14,615385","468,461538","4,766189","152,937711",,,3,12,"7,583333","151,666667","1,855461","37,109214",37,"6,621622","132,432432","2,33469","46,693797",,3,,,,,,,49,"8,346939","375,612245","2,699196","121,463836",,,,,,,,,52,"6,230769","373,269231","2,047712","122,638375",,,,,,,,,52,"2,038462","122,307692",",676334","40,580004",,,,,,,,,52,1,90,",331735","29,856157",,,,11,"7,545455","226,363636","1,794859","53,84576",41,"6,365854","196,829268","2,234449","68,991197",,,3,2,3,135,"1,083334","48,75",47,"4,297872","238,404255","1,389321","77,331363",,,,,,,,,52,"3,192308","113,653846","1,075606","38,409152",,,,,,,,,52,1,15,",331735","4,976026",
